Entry ID,[Str Pos],[Str Size],[Str Enc],Str Value,[Str Data]
2922,0x353798,264,Shift_JIS,今は昔、人里離れた空のはて\nに、玉の実のたわわにみのる\n仙人の島があったそうな。\nある時、島からとってきた玉\nの実を病気の母に食べさせた\n若者は母の健康とひきかえに\nホウライの島で玉の実をつけ\nる一本の木として余生を送る\nことになったんだとさ。\n「ヤフトマー今昔物語」より,"""\x8D\xA1\x82\xCD\x90\xCC\x81A\x90l\x97\xA2\x97\xA3\x82\xEA\x82\xBD\x8B\xF3\x82\xCC\x82\xCD\x82\xC4\n\x82\xC9\x81A\x8B\xCA\x82\xCC\x8E\xC0\x82\xCC\x82\xBD\x82\xED\x82\xED\x82\xC9\x82\xDD\x82\xCC\x82\xE9\n\x90\xE5\x90l\x82\xCC\x93\x87\x82\xAA\x82\xA0\x82\xC1\x82\xBD\x82\xBB\x82\xA4\x82\xC8\x81B\n\x82\xA0\x82\xE9\x8E\x9E\x81A\x93\x87\x82\xA9\x82\xE7\x82\xC6\x82\xC1\x82\xC4\x82\xAB\x82\xBD\x8B\xCA\n\x82\xCC\x8E\xC0\x82\xF0\x95a\x8BC\x82\xCC\x95\xEA\x82\xC9\x90H\x82\xD7\x82\xB3\x82\xB9\x82\xBD\n\x8E\xE1\x8E\xD2\x82\xCD\x95\xEA\x82\xCC\x8C\x92\x8DN\x82\xC6\x82\xD0\x82\xAB\x82\xA9\x82\xA6\x82\xC9\n\x83z\x83E\x83\x89\x83C\x82\xCC\x93\x87\x82\xC5\x8B\xCA\x82\xCC\x8E\xC0\x82\xF0\x82\xC2\x82\xAF\n\x82\xE9\x88\xEA\x96{\x82\xCC\x96\xD8\x82\xC6\x82\xB5\x82\xC4\x97]\x90\xB6\x82\xF0\x91\x97\x82\xE9\n\x82\xB1\x82\xC6\x82\xC9\x82\xC8\x82\xC1\x82\xBD\x82\xF1\x82\xBE\x82\xC6\x82\xB3\x81B\n\x81u\x83\x84\x83t\x83g\x83}\x81[\x8D\xA1\x90\xCC\x95\xA8\x8C\xEA\x81v\x82\xE6\x82\xE8"""
2923,0x3538a0,72,Shift_JIS,サルガッソーの東の空域だ。\nよほどの物好きじゃねえと行かねえ場所だよな。,"""\x83T\x83\x8B\x83K\x83b\x83\\\x81[\x82\xCC\x93\x8C\x82\xCC\x8B\xF3\x88\xE6\x82\xBE\x81B\n\x82\xE6\x82\xD9\x82\xC7\x82\xCC\x95\xA8\x8DD\x82\xAB\x82\xB6\x82\xE1\x82\xCB\x82\xA6\x82\xC6\x8Ds\x82\xA9\x82\xCB\x82\xA6\x8F\xEA\x8F\x8A\x82\xBE\x82\xE6\x82\xC8\x81B"""
2924,0x3538e8,92,Shift_JIS,悪いな、これについての情報はほとんど何もねえ。\nあんたならきっと見つけられるはずだ、頼むぜ！,"""\x88\xAB\x82\xA2\x82\xC8\x81A\x82\xB1\x82\xEA\x82\xC9\x82\xC2\x82\xA2\x82\xC4\x82\xCC\x8F\xEE\x95\xF1\x82\xCD\x82\xD9\x82\xC6\x82\xF1\x82\xC7\x89\xBD\x82\xE0\x82\xCB\x82\xA6\x81B\n\x82\xA0\x82\xF1\x82\xBD\x82\xC8\x82\xE7\x82\xAB\x82\xC1\x82\xC6\x8C\xA9\x82\xC2\x82\xAF\x82\xE7\x82\xEA\x82\xE9\x82\xCD\x82\xB8\x82\xBE\x81A\x97\x8A\x82\xDE\x82\xBA\x81I"""
2925,0x353944,268,Shift_JIS,樹木をはじめ、何もかも逆さ\nになっているおかしな島。\nその外観は見る者の平衡感覚\nをいともたやすく狂わせる。\n仮にこの不思議な現象が重力\n異常によるものだとすれば、\nサルガッソーの影響、とりわ\nけ中心部に存在するといわれ\nる黒い月Ж石が密接に関わっ\nているのはほぼ間違いない。,"""\x8E\xF7\x96\xD8\x82\xF0\x82\xCD\x82\xB6\x82\xDF\x81A\x89\xBD\x82\xE0\x82\xA9\x82\xE0\x8Bt\x82\xB3\n\x82\xC9\x82\xC8\x82\xC1\x82\xC4\x82\xA2\x82\xE9\x82\xA8\x82\xA9\x82\xB5\x82\xC8\x93\x87\x81B\n\x82\xBB\x82\xCC\x8AO\x8A\xCF\x82\xCD\x8C\xA9\x82\xE9\x8E\xD2\x82\xCC\x95\xBD\x8Dt\x8A\xB4\x8Ao\n\x82\xF0\x82\xA2\x82\xC6\x82\xE0\x82\xBD\x82\xE2\x82\xB7\x82\xAD\x8B\xB6\x82\xED\x82\xB9\x82\xE9\x81B\n\x89\xBC\x82\xC9\x82\xB1\x82\xCC\x95s\x8Ev\x8Bc\x82\xC8\x8C\xBB\x8F\xDB\x82\xAA\x8Fd\x97\xCD\n\x88\xD9\x8F\xED\x82\xC9\x82\xE6\x82\xE9\x82\xE0\x82\xCC\x82\xBE\x82\xC6\x82\xB7\x82\xEA\x82\xCE\x81A\n\x83T\x83\x8B\x83K\x83b\x83\\\x81[\x82\xCC\x89e\x8B\xBF\x81A\x82\xC6\x82\xE8\x82\xED\n\x82\xAF\x92\x86\x90S\x95\x94\x82\xC9\x91\xB6\x8D\xDD\x82\xB7\x82\xE9\x82\xC6\x82\xA2\x82\xED\x82\xEA\n\x82\xE9\x8D\x95\x82\xA2\x8C\x8E\x84G\x90\xCE\x82\xAA\x96\xA7\x90\xDA\x82\xC9\x8A\xD6\x82\xED\x82\xC1\n\x82\xC4\x82\xA2\x82\xE9\x82\xCC\x82\xCD\x82\xD9\x82\xDA\x8A\xD4\x88\xE1\x82\xA2\x82\xC8\x82\xA2\x81B"""
2926,0x353a50,88,Shift_JIS,サウスオーシャンに生息しているそうだ。\nまったく、世界にはいろんな生き物がいるもんだぜ。,"""\x83T\x83E\x83X\x83I\x81[\x83V\x83\x83\x83\x93\x82\xC9\x90\xB6\x91\xA7\x82\xB5\x82\xC4\x82\xA2\x82\xE9\x82\xBB\x82\xA4\x82\xBE\x81B\n\x82\xDC\x82\xC1\x82\xBD\x82\xAD\x81A\x90\xA2\x8AE\x82\xC9\x82\xCD\x82\xA2\x82\xEB\x82\xF1\x82\xC8\x90\xB6\x82\xAB\x95\xA8\x82\xAA\x82\xA2\x82\xE9\x82\xE0\x82\xF1\x82\xBE\x82\xBA\x81B"""
2927,0x353aa8,60,Shift_JIS,サウスオーシャンのほうのネタだ。\nいったい何のことだろうな？,"""\x83T\x83E\x83X\x83I\x81[\x83V\x83\x83\x83\x93\x82\xCC\x82\xD9\x82\xA4\x82\xCC\x83l\x83^\x82\xBE\x81B\n\x82\xA2\x82\xC1\x82\xBD\x82\xA2\x89\xBD\x82\xCC\x82\xB1\x82\xC6\x82\xBE\x82\xEB\x82\xA4\x82\xC8\x81H"""
2928,0x353ae4,268,Shift_JIS,岩に付着して生活するため自\nらは動くことができず、ひた\nすら風に触手をなびかせなが\nら獲物を待つ袋状の生物。\n触手の先端から甘い匂いを発\nし小魚などを誘い込んで捕ら\nえる。一生成長し続けるため\n大きくなり過ぎたものに小船\nが飲みこまれそうになったと\nいう恐ろしいうわさもある。,"""\x8A\xE2\x82\xC9\x95t\x92\x85\x82\xB5\x82\xC4\x90\xB6\x8A\x88\x82\xB7\x82\xE9\x82\xBD\x82\xDF\x8E\xA9\n\x82\xE7\x82\xCD\x93\xAE\x82\xAD\x82\xB1\x82\xC6\x82\xAA\x82\xC5\x82\xAB\x82\xB8\x81A\x82\xD0\x82\xBD\n\x82\xB7\x82\xE7\x95\x97\x82\xC9\x90G\x8E\xE8\x82\xF0\x82\xC8\x82\xD1\x82\xA9\x82\xB9\x82\xC8\x82\xAA\n\x82\xE7\x8Al\x95\xA8\x82\xF0\x91\xD2\x82\xC2\x91\xDC\x8F\xF3\x82\xCC\x90\xB6\x95\xA8\x81B\n\x90G\x8E\xE8\x82\xCC\x90\xE6\x92[\x82\xA9\x82\xE7\x8A\xC3\x82\xA2\x93\xF5\x82\xA2\x82\xF0\x94\xAD\n\x82\xB5\x8F\xAC\x8B\x9B\x82\xC8\x82\xC7\x82\xF0\x97U\x82\xA2\x8D\x9E\x82\xF1\x82\xC5\x95\xDF\x82\xE7\n\x82\xA6\x82\xE9\x81B\x88\xEA\x90\xB6\x90\xAC\x92\xB7\x82\xB5\x91\xB1\x82\xAF\x82\xE9\x82\xBD\x82\xDF\n\x91\xE5\x82\xAB\x82\xAD\x82\xC8\x82\xE8\x89\xDF\x82\xAC\x82\xBD\x82\xE0\x82\xCC\x82\xC9\x8F\xAC\x91D\n\x82\xAA\x88\xF9\x82\xDD\x82\xB1\x82\xDC\x82\xEA\x82\xBB\x82\xA4\x82\xC9\x82\xC8\x82\xC1\x82\xBD\x82\xC6\n\x82\xA2\x82\xA4\x8B\xB0\x82\xEB\x82\xB5\x82\xA2\x82\xA4\x82\xED\x82\xB3\x82\xE0\x82\xA0\x82\xE9\x81B"""
2929,0x353bf0,58,Shift_JIS,マランバがある島にあるそうだ。\n行けばすぐにわかるだろう。,"""\x83}\x83\x89\x83\x93\x83o\x82\xAA\x82\xA0\x82\xE9\x93\x87\x82\xC9\x82\xA0\x82\xE9\x82\xBB\x82\xA4\x82\xBE\x81B\n\x8Ds\x82\xAF\x82\xCE\x82\xB7\x82\xAE\x82\xC9\x82\xED\x82\xA9\x82\xE9\x82\xBE\x82\xEB\x82\xA4\x81B"""
2930,0x353c2c,76,Shift_JIS,砂漠の港町、マランバの近くにあるそうだ。\n比較的簡単に見つかるんじゃねえか？,"""\x8D\xBB\x94\x99\x82\xCC\x8D`\x92\xAC\x81A\x83}\x83\x89\x83\x93\x83o\x82\xCC\x8B\xDF\x82\xAD\x82\xC9\x82\xA0\x82\xE9\x82\xBB\x82\xA4\x82\xBE\x81B\n\x94\xE4\x8Ar\x93I\x8A\xC8\x92P\x82\xC9\x8C\xA9\x82\xC2\x82\xA9\x82\xE9\x82\xF1\x82\xB6\x82\xE1\x82\xCB\x82\xA6\x82\xA9\x81H"""
2931,0x353c78,264,Shift_JIS,３つの丸い岩が、串だんごの\nように重なり合っている不思\n議な天然造形物。落ちそうで\n落ちないその絶妙なバランス\nが見る者の関心を誘う。\n球のわずかな面だけで互いを\n支えているため、そよ風が吹\nいただけでも岩全体がグラグ\nラ揺れるが、決して崩れるこ\nとはないといわれている。,"""\x82R\x82\xC2\x82\xCC\x8A\xDB\x82\xA2\x8A\xE2\x82\xAA\x81A\x8B\xF8\x82\xBE\x82\xF1\x82\xB2\x82\xCC\n\x82\xE6\x82\xA4\x82\xC9\x8Fd\x82\xC8\x82\xE8\x8D\x87\x82\xC1\x82\xC4\x82\xA2\x82\xE9\x95s\x8Ev\n\x8Bc\x82\xC8\x93V\x91R\x91\xA2\x8C`\x95\xA8\x81B\x97\x8E\x82\xBF\x82\xBB\x82\xA4\x82\xC5\n\x97\x8E\x82\xBF\x82\xC8\x82\xA2\x82\xBB\x82\xCC\x90\xE2\x96\xAD\x82\xC8\x83o\x83\x89\x83\x93\x83X\n\x82\xAA\x8C\xA9\x82\xE9\x8E\xD2\x82\xCC\x8A\xD6\x90S\x82\xF0\x97U\x82\xA4\x81B\n\x8B\x85\x82\xCC\x82\xED\x82\xB8\x82\xA9\x82\xC8\x96\xCA\x82\xBE\x82\xAF\x82\xC5\x8C\xDD\x82\xA2\x82\xF0\n\x8Ex\x82\xA6\x82\xC4\x82\xA2\x82\xE9\x82\xBD\x82\xDF\x81A\x82\xBB\x82\xE6\x95\x97\x82\xAA\x90\x81\n\x82\xA2\x82\xBD\x82\xBE\x82\xAF\x82\xC5\x82\xE0\x8A\xE2\x91S\x91\xCC\x82\xAA\x83O\x83\x89\x83O\n\x83\x89\x97h\x82\xEA\x82\xE9\x82\xAA\x81A\x8C\x88\x82\xB5\x82\xC4\x95\xF6\x82\xEA\x82\xE9\x82\xB1\n\x82\xC6\x82\xCD\x82\xC8\x82\xA2\x82\xC6\x82\xA2\x82\xED\x82\xEA\x82\xC4\x82\xA2\x82\xE9\x81B"""
2932,0x353d80,82,Shift_JIS,ダングラール基地から西の方角の低空域だ。\n特徴的な地形だからすぐに見つかるだろう。,"""\x83_\x83\x93\x83O\x83\x89\x81[\x83\x8B\x8A\xEE\x92n\x82\xA9\x82\xE7\x90\xBC\x82\xCC\x95\xFB\x8Ap\x82\xCC\x92\xE1\x8B\xF3\x88\xE6\x82\xBE\x81B\n\x93\xC1\x92\xA5\x93I\x82\xC8\x92n\x8C`\x82\xBE\x82\xA9\x82\xE7\x82\xB7\x82\xAE\x82\xC9\x8C\xA9\x82\xC2\x82\xA9\x82\xE9\x82\xBE\x82\xEB\x82\xA4\x81B"""
2933,0x353dd4,68,Shift_JIS,なにやら不吉な響きの情報だな……\n俺のカンだが、おそらく低空域だな。,"""\x82\xC8\x82\xC9\x82\xE2\x82\xE7\x95s\x8Bg\x82\xC8\x8B\xBF\x82\xAB\x82\xCC\x8F\xEE\x95\xF1\x82\xBE\x82\xC8\x81c\x81c\n\x89\xB4\x82\xCC\x83J\x83\x93\x82\xBE\x82\xAA\x81A\x82\xA8\x82\xBB\x82\xE7\x82\xAD\x92\xE1\x8B\xF3\x88\xE6\x82\xBE\x82\xC8\x81B"""
2934,0x353e18,258,Shift_JIS,低空域の雲海から突き出た、\n煙突のような穴のある岩山。\n今にも吸い込まれそうなほど\n暗く深いこの洞穴の奥からは\n女のすすり泣く声のような音\nが、風に混じって時折聞こえ\nてくるという。\nひょっとするとここは雲の底\nにあると信じられている死者\nの国の入り口なのだろうか。,"""\x92\xE1\x8B\xF3\x88\xE6\x82\xCC\x89_\x8AC\x82\xA9\x82\xE7\x93\xCB\x82\xAB\x8Fo\x82\xBD\x81A\n\x89\x8C\x93\xCB\x82\xCC\x82\xE6\x82\xA4\x82\xC8\x8C\x8A\x82\xCC\x82\xA0\x82\xE9\x8A\xE2\x8ER\x81B\n\x8D\xA1\x82\xC9\x82\xE0\x8Bz\x82\xA2\x8D\x9E\x82\xDC\x82\xEA\x82\xBB\x82\xA4\x82\xC8\x82\xD9\x82\xC7\n\x88\xC3\x82\xAD\x90[\x82\xA2\x82\xB1\x82\xCC\x93\xB4\x8C\x8A\x82\xCC\x89\x9C\x82\xA9\x82\xE7\x82\xCD\n\x8F\x97\x82\xCC\x82\xB7\x82\xB7\x82\xE8\x8B\x83\x82\xAD\x90\xBA\x82\xCC\x82\xE6\x82\xA4\x82\xC8\x89\xB9\n\x82\xAA\x81A\x95\x97\x82\xC9\x8D\xAC\x82\xB6\x82\xC1\x82\xC4\x8E\x9E\x90\xDC\x95\xB7\x82\xB1\x82\xA6\n\x82\xC4\x82\xAD\x82\xE9\x82\xC6\x82\xA2\x82\xA4\x81B\n\x82\xD0\x82\xE5\x82\xC1\x82\xC6\x82\xB7\x82\xE9\x82\xC6\x82\xB1\x82\xB1\x82\xCD\x89_\x82\xCC\x92\xEA\n\x82\xC9\x82\xA0\x82\xE9\x82\xC6\x90M\x82\xB6\x82\xE7\x82\xEA\x82\xC4\x82\xA2\x82\xE9\x8E\x80\x8E\xD2\n\x82\xCC\x8D\x91\x82\xCC\x93\xFC\x82\xE8\x8C\xFB\x82\xC8\x82\xCC\x82\xBE\x82\xEB\x82\xA4\x82\xA9\x81B"""
2935,0x353f1c,92,Shift_JIS,世界の果てには、巨大な魔物がいるとばっかり\n思ってたが……まさか、端と端がつながってるとは。,"""\x90\xA2\x8AE\x82\xCC\x89\xCA\x82\xC4\x82\xC9\x82\xCD\x81A\x8B\x90\x91\xE5\x82\xC8\x96\x82\x95\xA8\x82\xAA\x82\xA2\x82\xE9\x82\xC6\x82\xCE\x82\xC1\x82\xA9\x82\xE8\n\x8Ev\x82\xC1\x82\xC4\x82\xBD\x82\xAA\x81c\x81c\x82\xDC\x82\xB3\x82\xA9\x81A\x92[\x82\xC6\x92[\x82\xAA\x82\xC2\x82\xC8\x82\xAA\x82\xC1\x82\xC4\x82\xE9\x82\xC6\x82\xCD\x81B"""
2936,0x353f78,82,Shift_JIS,世界の果てがどうなっているのか……\n昔から、多くの人が考えをめぐらせていたことだ。,"""\x90\xA2\x8AE\x82\xCC\x89\xCA\x82\xC4\x82\xAA\x82\xC7\x82\xA4\x82\xC8\x82\xC1\x82\xC4\x82\xA2\x82\xE9\x82\xCC\x82\xA9\x81c\x81c\n\x90\xCC\x82\xA9\x82\xE7\x81A\x91\xBD\x82\xAD\x82\xCC\x90l\x82\xAA\x8Dl\x82\xA6\x82\xF0\x82\xDF\x82\xAE\x82\xE7\x82\xB9\x82\xC4\x82\xA2\x82\xBD\x82\xB1\x82\xC6\x82\xBE\x81B"""
2937,0x353fcc,266,Shift_JIS,これまで人は、世界の果てが\nどうなっているのか知るすべ\nを持たず、また、あまり深く\n考えたこともなかった。\n長い間、激しい気流が渦巻く\n奈落の世界が広がっていると\n信じられてきたが、東回りの\n航路を辿った青の空賊ヴァイ\nスが初めて世界一周を成し遂\nげその常識をくつがえした。,"""\x82\xB1\x82\xEA\x82\xDC\x82\xC5\x90l\x82\xCD\x81A\x90\xA2\x8AE\x82\xCC\x89\xCA\x82\xC4\x82\xAA\n\x82\xC7\x82\xA4\x82\xC8\x82\xC1\x82\xC4\x82\xA2\x82\xE9\x82\xCC\x82\xA9\x92m\x82\xE9\x82\xB7\x82\xD7\n\x82\xF0\x8E\x9D\x82\xBD\x82\xB8\x81A\x82\xDC\x82\xBD\x81A\x82\xA0\x82\xDC\x82\xE8\x90[\x82\xAD\n\x8Dl\x82\xA6\x82\xBD\x82\xB1\x82\xC6\x82\xE0\x82\xC8\x82\xA9\x82\xC1\x82\xBD\x81B\n\x92\xB7\x82\xA2\x8A\xD4\x81A\x8C\x83\x82\xB5\x82\xA2\x8BC\x97\xAC\x82\xAA\x89Q\x8A\xAA\x82\xAD\n\x93\xDE\x97\x8E\x82\xCC\x90\xA2\x8AE\x82\xAA\x8DL\x82\xAA\x82\xC1\x82\xC4\x82\xA2\x82\xE9\x82\xC6\n\x90M\x82\xB6\x82\xE7\x82\xEA\x82\xC4\x82\xAB\x82\xBD\x82\xAA\x81A\x93\x8C\x89\xF1\x82\xE8\x82\xCC\n\x8Dq\x98H\x82\xF0\x92H\x82\xC1\x82\xBD\x90\xC2\x82\xCC\x8B\xF3\x91\xAF\x83\x94\x83@\x83C\n\x83X\x82\xAA\x8F\x89\x82\xDF\x82\xC4\x90\xA2\x8AE\x88\xEA\x8E\xFC\x82\xF0\x90\xAC\x82\xB5\x90\x8B\n\x82\xB0\x82\xBB\x82\xCC\x8F\xED\x8E\xAF\x82\xF0\x82\xAD\x82\xC2\x82\xAA\x82\xA6\x82\xB5\x82\xBD\x81B"""
2938,0x3540d8,78,Shift_JIS,サウスオーシャンのはるか南、紫の月が輝く地に\nこの凍てついた大陸があるそうだ。,"""\x83T\x83E\x83X\x83I\x81[\x83V\x83\x83\x83\x93\x82\xCC\x82\xCD\x82\xE9\x82\xA9\x93\xEC\x81A\x8E\x87\x82\xCC\x8C\x8E\x82\xAA\x8BP\x82\xAD\x92n\x82\xC9\n\x82\xB1\x82\xCC\x93\x80\x82\xC4\x82\xC2\x82\xA2\x82\xBD\x91\xE5\x97\xA4\x82\xAA\x82\xA0\x82\xE9\x82\xBB\x82\xA4\x82\xBE\x81B"""
2939,0x354128,56,Shift_JIS,サウスオーシャンのはるか南……\n伝説の大陸があるという。,"""\x83T\x83E\x83X\x83I\x81[\x83V\x83\x83\x83\x93\x82\xCC\x82\xCD\x82\xE9\x82\xA9\x93\xEC\x81c\x81c\n\x93`\x90\xE0\x82\xCC\x91\xE5\x97\xA4\x82\xAA\x82\xA0\x82\xE9\x82\xC6\x82\xA2\x82\xA4\x81B"""
2940,0x354160,264,Shift_JIS,紫の月の下、その存在を凍て\nつく氷の中に静かに閉ざして\nしまった神秘的な大陸。\n古い神話や伝承では、雲の底\nの世界とともに死者が旅立つ\nもうひとつの世界として語ら\nれていながら、長らく人に知\nられることはなかった。その\n真の姿が青の空賊ヴァイスに\nよって初めて確認された。,"""\x8E\x87\x82\xCC\x8C\x8E\x82\xCC\x89\xBA\x81A\x82\xBB\x82\xCC\x91\xB6\x8D\xDD\x82\xF0\x93\x80\x82\xC4\n\x82\xC2\x82\xAD\x95X\x82\xCC\x92\x86\x82\xC9\x90\xC3\x82\xA9\x82\xC9\x95\xC2\x82\xB4\x82\xB5\x82\xC4\n\x82\xB5\x82\xDC\x82\xC1\x82\xBD\x90_\x94\xE9\x93I\x82\xC8\x91\xE5\x97\xA4\x81B\n\x8C\xC3\x82\xA2\x90_\x98b\x82\xE2\x93`\x8F\xB3\x82\xC5\x82\xCD\x81A\x89_\x82\xCC\x92\xEA\n\x82\xCC\x90\xA2\x8AE\x82\xC6\x82\xC6\x82\xE0\x82\xC9\x8E\x80\x8E\xD2\x82\xAA\x97\xB7\x97\xA7\x82\xC2\n\x82\xE0\x82\xA4\x82\xD0\x82\xC6\x82\xC2\x82\xCC\x90\xA2\x8AE\x82\xC6\x82\xB5\x82\xC4\x8C\xEA\x82\xE7\n\x82\xEA\x82\xC4\x82\xA2\x82\xC8\x82\xAA\x82\xE7\x81A\x92\xB7\x82\xE7\x82\xAD\x90l\x82\xC9\x92m\n\x82\xE7\x82\xEA\x82\xE9\x82\xB1\x82\xC6\x82\xCD\x82\xC8\x82\xA9\x82\xC1\x82\xBD\x81B\x82\xBB\x82\xCC\n\x90^\x82\xCC\x8Ep\x82\xAA\x90\xC2\x82\xCC\x8B\xF3\x91\xAF\x83\x94\x83@\x83C\x83X\x82\xC9\n\x82\xE6\x82\xC1\x82\xC4\x8F\x89\x82\xDF\x82\xC4\x8Am\x94F\x82\xB3\x82\xEA\x82\xBD\x81B"""
2941,0x354268,84,Shift_JIS,多くの船乗りたちが目指した伝説の地……\nサルガッソーを越えた、はるか東の果ての国だ。,"""\x91\xBD\x82\xAD\x82\xCC\x91D\x8F\xE6\x82\xE8\x82\xBD\x82\xBF\x82\xAA\x96\xDA\x8Ew\x82\xB5\x82\xBD\x93`\x90\xE0\x82\xCC\x92n\x81c\x81c\n\x83T\x83\x8B\x83K\x83b\x83\\\x81[\x82\xF0\x89z\x82\xA6\x82\xBD\x81A\x82\xCD\x82\xE9\x82\xA9\x93\x8C\x82\xCC\x89\xCA\x82\xC4\x82\xCC\x8D\x91\x82\xBE\x81B"""
2942,0x3542bc,78,Shift_JIS,多くの船乗りたちが目指した伝説の地……\n魔の空域を越えた東の果てにあるという。,"""\x91\xBD\x82\xAD\x82\xCC\x91D\x8F\xE6\x82\xE8\x82\xBD\x82\xBF\x82\xAA\x96\xDA\x8Ew\x82\xB5\x82\xBD\x93`\x90\xE0\x82\xCC\x92n\x81c\x81c\n\x96\x82\x82\xCC\x8B\xF3\x88\xE6\x82\xF0\x89z\x82\xA6\x82\xBD\x93\x8C\x82\xCC\x89\xCA\x82\xC4\x82\xC9\x82\xA0\x82\xE9\x82\xC6\x82\xA2\x82\xA4\x81B"""
2943,0x35430c,268,Shift_JIS,何もかもが黄金に彩られ、満\nたされた暮らしをしながらも\n礼節を重んじる気高き人々が\n住むといにしえの書物に記さ\nれた東方の島国ヤフトマー。\n険しい気流に四方を遮られて\nいるため、文化的には独特の\n発展をとげた不思議な国。\n青の空賊ヴァイスによってそ\nの存在が初めて確認された。,"""\x89\xBD\x82\xE0\x82\xA9\x82\xE0\x82\xAA\x89\xA9\x8B\xE0\x82\xC9\x8D\xCA\x82\xE7\x82\xEA\x81A\x96\x9E\n\x82\xBD\x82\xB3\x82\xEA\x82\xBD\x95\xE9\x82\xE7\x82\xB5\x82\xF0\x82\xB5\x82\xC8\x82\xAA\x82\xE7\x82\xE0\n\x97\xE7\x90\xDF\x82\xF0\x8Fd\x82\xF1\x82\xB6\x82\xE9\x8BC\x8D\x82\x82\xAB\x90l\x81X\x82\xAA\n\x8FZ\x82\xDE\x82\xC6\x82\xA2\x82\xC9\x82\xB5\x82\xA6\x82\xCC\x8F\x91\x95\xA8\x82\xC9\x8BL\x82\xB3\n\x82\xEA\x82\xBD\x93\x8C\x95\xFB\x82\xCC\x93\x87\x8D\x91\x83\x84\x83t\x83g\x83}\x81[\x81B\n\x8C\xAF\x82\xB5\x82\xA2\x8BC\x97\xAC\x82\xC9\x8El\x95\xFB\x82\xF0\x8E\xD5\x82\xE7\x82\xEA\x82\xC4\n\x82\xA2\x82\xE9\x82\xBD\x82\xDF\x81A\x95\xB6\x89\xBB\x93I\x82\xC9\x82\xCD\x93\xC6\x93\xC1\x82\xCC\n\x94\xAD\x93W\x82\xF0\x82\xC6\x82\xB0\x82\xBD\x95s\x8Ev\x8Bc\x82\xC8\x8D\x91\x81B\n\x90\xC2\x82\xCC\x8B\xF3\x91\xAF\x83\x94\x83@\x83C\x83X\x82\xC9\x82\xE6\x82\xC1\x82\xC4\x82\xBB\n\x82\xCC\x91\xB6\x8D\xDD\x82\xAA\x8F\x89\x82\xDF\x82\xC4\x8Am\x94F\x82\xB3\x82\xEA\x82\xBD\x81B"""
2944,0x354418,78,Shift_JIS,氷の大陸のまわりには、氷山という浮遊する\n氷のかたまりがある。その氷山の中だ。,"""\x95X\x82\xCC\x91\xE5\x97\xA4\x82\xCC\x82\xDC\x82\xED\x82\xE8\x82\xC9\x82\xCD\x81A\x95X\x8ER\x82\xC6\x82\xA2\x82\xA4\x95\x82\x97V\x82\xB7\x82\xE9\n\x95X\x82\xCC\x82\xA9\x82\xBD\x82\xDC\x82\xE8\x82\xAA\x82\xA0\x82\xE9\x81B\x82\xBB\x82\xCC\x95X\x8ER\x82\xCC\x92\x86\x82\xBE\x81B"""
2945,0x354468,68,Shift_JIS,氷つったら氷の大陸しかねえやな。\nコンパスが回るところを探してみろ。,"""\x95X\x82\xC2\x82\xC1\x82\xBD\x82\xE7\x95X\x82\xCC\x91\xE5\x97\xA4\x82\xB5\x82\xA9\x82\xCB\x82\xA6\x82\xE2\x82\xC8\x81B\n\x83R\x83\x93\x83p\x83X\x82\xAA\x89\xF1\x82\xE9\x82\xC6\x82\xB1\x82\xEB\x82\xF0\x92T\x82\xB5\x82\xC4\x82\xDD\x82\xEB\x81B"""
